confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
2262	1	1	1	1	0.2452144760133366	-24.49571348356827	0.9999999999999999	40.47758458623902	C27H58NO6P	[M + H]+	MHFRGQHAERHWKZ	InChI=1S/C27H58NO6P/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-23-32-25-27(31-5)26-34-35(29,30)33-24-22-28(2,3)4/h27H,6-26H2,1-5H3/p+1	Edelfosina	CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC	7.5999999	1392;1393;6603836;6603837;6610230;6918215	COCONUT:(CNP0073777);PubChem:(1392 1393 6603836 6603837 6610230 6918215);CHEBI:(78659 78653 78652);ZINC bio:(ZINC08195621);additional;PubChem class - bio and metabolites;MeSH:(1392 1393 6918215);Training Set;PubMed;PubChem class - drug	52977766	524.4076538085938	567.550206	3107_fibl_pilot_pos_sirius_3335	3335
2263	1	1	2	2	0.24515601986210958	-28.290605711363334	0.9999999999999999	96.27272203929417	C15H30O3	[M + H]+	BZUNJUAMQZRJIP	InChI=1S/C15H30O3/c16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15(17)18/h16H,1-14H2,(H,17,18)	15-hydroxypentadecanoate	C(CCCCCCCO)CCCCCCC(=O)O	4.76476717	78360;7168225	SuperNatural:(SN00011031 SN00287023);ZINC bio:(ZINC04284502);Plantcyc:(CPD-11594);PubMed;NORMAN:(NS00031585);COCONUT:(CNP0207122 CNP0323800);Natural Products:(UNPD85907);PubChem:(78360 7168225);CHEBI:(79169 84203);PubChem class - safety and toxic;Biocyc:(CPD-11594);KEGG Mine	8660625506	259.2268981933594	348.46306200000004	2386_fibl_pilot_pos_sirius_2585	2585
2264	1	1	1	2	0.24490236501919088	-31.294520418690617	0.9999999999999999	20.364392354677257	C28H32O17	[M + H]+	VVNAVFMRGMPHSJ	InChI=1S/C28H32O17/c1-40-10-5-13(32)17-14(6-10)42-25(9-2-3-11(30)12(31)4-9)26(20(17)35)45-28-24(39)22(37)19(34)16(44-28)8-41-27-23(38)21(36)18(33)15(7-29)43-27/h2-6,15-16,18-19,21-24,27-34,36-39H,7-8H2,1H3	Rhamnetin -gentiobioside	COC1=CC(=C2C(=C1)OC(=C(C2=O)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O)C5=CC(=C(C=C5)O)O)O	-1.5	44259579;44259599;102574494	COCONUT:(CNP0301886);KNApSAcK:(5511);Natural Products:(UNPD58009 UNPD88598);PubChem:(44259579 44259599 102574494);SuperNatural:(SN00250049 SN00326200)	3178514	641.1716918945312	173.319894	2137_fibl_pilot_pos_sirius_2320	2320
2265	1	1	2	2	0.24456005244893578	-114.53247459605129	0.9999999999999999	69.86244710707359	C11H15NO3	[M + H]+	QESMMBKGCOSBNL	InChI=1S/C11H15NO3/c1-12-10(11(13)14)7-8-3-5-9(15-2)6-4-8/h3-6,10,12H,7H2,1-2H3,(H,13,14)	N,O-Dimethyltyrosine	CNC(CC1=CC=C(C=C1)OC)C(=O)O	1.39689469	7010617;7010618;18925327;90429752	COCONUT:(CNP0268620);Natural Products:(UNPD43444);PubChem:(7010617 7010618 18925327 90429752);SuperNatural:(SN00332979);ZINC bio:(ZINC02391141 ZINC13354766);Training Set	3203074	210.1124725341797	53.752665	1022_fibl_pilot_pos_sirius_1123	1123
2266	1	1	1	2	0.24441754583639136	-64.70129989389237	0.9999999999999999	19.710834566045882	C14H31NO	[M + H]+	HCYSJBICYOIBLS	InChI=1S/C14H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-15-13-14-16/h15-16H,2-14H2,1H3	2-Dodecylamino-ethanol	CCCCCCCCCCCCNCCO	4.69999981	85512;101936510	NORMAN:(NS00052555);PubChem:(85512 101936510);PubMed	262210	230.24794006347656	347.199768	676_fibl_pilot_pos_sirius_736	736
2267	1	2	1	1	0.24427675635481874	-220.2148192055397	0.010050251256281407	6.69012068202697	C23H30O9	[M - H2O + H]+	GKJXWJCWUAEWDP	InChI=1S/C23H30O9/c1-7-11(2)20(25)30-17-15-12(3)21(26)31-18(15)19-23(5,32-19)10-8-9-14(22(27)28-6)16(17)29-13(4)24/h9,11,15-19H,3,7-8,10H2,1-2,4-6H3	null	CCC(C)C(=O)OC1C2C(C3C(O3)(CCC=C(C1OC(=O)C)C(=O)OC)C)OC(=O)C2=C	2.5	101449656;101449657	PubChem:(101449656 101449657);COCONUT:(CNP0202191)	2097154	433.18353271484375	273.93352200000004	3617_fibl_pilot_pos_sirius_3871	3871
2268	1	1	1	1	0.24414331418807345	-380.2153643555556	0.0	84.07370898372683	C17H27N5O3S2	[M + H]+	YUOVTFFLGDNVBD	InChI=1S/C17H27N5O3S2/c1-5-6-7-8-11-18-15(23)12-22(4)27(24,25)14-10-9-13(21(2)3)16-17(14)20-26-19-16/h9-10H,5-8,11-12H2,1-4H3,(H,18,23)	null	CCCCCCNC(=O)CN(C)S(=O)(=O)C1=CC=C(C2=NSN=C12)N(C)C	2.70000005	137348739	PubChem:(137348739);PubChem class - bio and metabolites	16777218	414.161376953125	138.040518	527_fibl_pilot_pos_sirius_575	575
2269	1	1	2	2	0.24402908197875728	-249.50364018847918	0.9999999999999999	50.43525498442354	C12H20N2O6	[M - H2O + H]+	QHGMHKBBZONBCP	InChI=1S/C12H20N2O6/c15-9(13-7-11(17)18)5-3-1-2-4-6-10(16)14-8-12(19)20/h1-8H2,(H,13,15)(H,14,16)(H,17,18)(H,19,20)	N,N''-(1,8-Dioxo-1,8-octanediyl)bisglycine	C(CCCC(=O)NCC(=O)O)CCC(=O)NCC(=O)O	-0.300000012	15168778	PubChem:(15168778);PubChem class - safety and toxic	67108866	271.12872314453125	161.261868	2407_fibl_pilot_pos_sirius_2607	2607
2270	1	1	2	2	0.24389438529752616	-180.65770601842914	0.9999999999999999	79.4805020903911	C13H24N2O8	[M - H2O + H]+	VUDOMKMNAWXLBB	InChI=1S/C13H24N2O8/c16-6-10(19)12(21)11(20)9(18)5-14-4-2-1-3-8(13(22)23)15-7-17/h7-8,10-12,14,16,19-21H,1-6H2,(H,15,17)(H,22,23)	Epitope ID:136042	C(CCNCC(=O)C(C(C(CO)O)O)O)CC(C(=O)O)NC=O	-5.19999981	193597;21126129;46878548	MeSH:(193597 46878548);PubChem:(193597 21126129 46878548);PubMed;CHEBI:(59986)	102	319.15008544921875	152.38426800000002	235_fibl_pilot_pos_sirius_261	261
2271	1	1	2	2	0.24366801329302376	-115.54721798508162	0.9999999999999999	48.150950995777876	C22H41NO3	[M + H]+	NFYDTZXYPVTQHJ	InChI=1S/C22H41NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-18-21(24)23-20-17-19-22(25)26/h9-10H,2-8,11-20H2,1H3,(H,23,24)(H,25,26)	N-oleoyl GABA	CCCCCCCCC=CCCCCCCCC(=O)NCCCC(=O)O	6.9000001	16759340;73324767;71767314	PubChem:(16759340 73324767 71767314);HMDB:(62335)	10	368.31646728515625	553.5147900000001	5202_fibl_pilot_pos_sirius_5484	5484
2272	1	1	2	4	0.24363605909867267	-229.37510331541958	0.5914572864321608	26.697239751429418	C19H18N2O4	[M + H]+	ADXOFNHGMUUDQR	InChI=1S/C19H18N2O4/c1-12(22)20-16-9-7-14(8-10-16)17(19(24)25)11-15-5-3-4-6-18(15)21-13(2)23/h3-11H,1-2H3,(H,20,22)(H,21,23)(H,24,25)	3-(2-acetamidophenyl)-2-(4-acetamidophenyl)prop-2-enoate	CC(=O)NC1=CC=C(C=C1)C(=CC2=CC=CC=C2NC(=O)C)C(=O)O	1.89999998	2750231;5705078;7053646;7324775	COCONUT:(CNP0066956);PubChem:(2750231 5705078 7053646 7324775);SuperNatural:(SN00132992);ZINC bio:(ZINC13404248)	3153922	339.1337432861328	439.74411	2397_fibl_pilot_pos_sirius_2596	2596
2273	1	1	2	2	0.24360101225489353	-75.11136832424442	0.9999999999999999	48.61306696171665	C10H19N	[M + H]+	DRKWSHLYQCUKKG	InChI=1S/C10H19N/c1-7-8-4-5-9(6-8)10(2,3)11-7/h7-9,11H,4-6H2,1-3H3	2,4,4-trimethyl-3-azabicyclo[3.2.1]octane	CC1C2CCC(C2)C(N1)(C)C	2.0	46832	PubChem:(46832);PubChem class - safety and toxic	67108866	154.15887451171875	287.94558600000005	969_fibl_pilot_pos_sirius_1063	1063
2274	1	1	2	2	0.24342831568127066	-37.78771051496755	0.9949748743718594	62.510964605255424	C21H34O10	[M + H]+	ZNYZPDGJGQZDPM	InChI=1S/C21H34O10/c1-21(2)10-4-3-9(11(21)5-10)6-28-20-18(27)16(25)15(24)13(31-20)8-30-19-17(26)14(23)12(22)7-29-19/h3,10-20,22-27H,4-8H2,1-2H3	(2R,3R,4S,5S)-2-[[(1S,5R)-6,6-dimethyl-4-bicyclo[3.1.1]hept-3-enyl]methoxy]-6-[[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxane-3,4,5-triol	CC1(C2CC=C(C1C2)COC3C(C(C(C(O3)COC4C(C(C(CO4)O)O)O)O)O)O)C	-2.0999999	177407;5321041;10503531;10388860	COCONUT:(CNP0127672);KNApSAcK:(31266);Natural Products:(UNPD21216);PubChem:(177407 5321041 10503531 10388860);SuperNatural:(SN00262829 SN00039660);ZINC bio:(ZINC67902711);additional	3710994	447.2242736816406	179.101974	3690_fibl_pilot_pos_sirius_3945	3945
2275	1	1	2	2	0.2433296570005549	-84.6622786369931	0.9999999999999999	34.220682170628365	C15H8O8	[M + H]+	ISMBJFBFEIOUNS	InChI=1S/C15H8O8/c16-7-2-4(15(22)23)1-5-9(7)13(20)10-6(11(5)18)3-8(17)12(19)14(10)21/h1-3,16-17,19,21H,(H,22,23)	null	C1=C(C=C(C2=C1C(=O)C3=CC(=C(C(=C3C2=O)O)O)O)O)C(=O)O	1.5	90644761	COCONUT:(CNP0353755);PubChem:(90644761);PubMed	2097218	317.02976989746094	166.687344	934_fibl_pilot_pos_sirius_1024	1024
2276	1	1	2	2	0.24332624375202214	-19.151479486749327	0.9999999999999999	87.52229534248416	C18H34O4	[M - H2O + H]+	CQSLTKIXAJTQGA	InChI=1S/C18H34O4/c1-2-3-10-13-16(19)17(20)14-11-8-6-4-5-7-9-12-15-18(21)22/h8,11,16-17,19-20H,2-7,9-10,12-15H2,1H3,(H,21,22)	isoleukotoxin	CCCCCC(C(CC=CCCCCCCCC(=O)O)O)O	4.5999999	5282961;12496423;10236635;25320868;25320870;25320877;42607288;52940209;53394649;122605052	HMDB:(4705);SuperNatural:(SN00224856 SN00231170 SN00242866 SN00310606 SN00293868);ZINC bio:(ZINC12496452 ZINC12496457 ZINC12496461 ZINC12496465);additional;Plantcyc:(CPD-13086);PubMed;NORMAN:(NS00018716);COCONUT:(CNP0158824);Natural Products:(UNPD38585 UNPD96150 UNPD25794 UNPD86698 UNPD173508);PubChem:(5282961 12496423 10236635 25320868 25320870 25320877 42607288 52940209 53394649 122605052);CHEBI:(84028 72665);PubChem class - bio and metabolites;KEGG:(C14829);Training Set;Biocyc:(CPD-13086 SMA-0000182)	20900202	297.24359130859375	397.038588	1139_fibl_pilot_pos_sirius_1251	1251
2277	1	1	2	2	0.2431844412358712	-48.60477429266641	0.9999999999999999	156.02402230675168	C19H34O9	[M - H2O + H]+	XZRJEYQBLXDNNU	InChI=1S/C19H34O9/c1-10(27-16-15(24)14(23)13(22)12(9-20)28-16)5-6-19(26)17(2,3)7-11(21)8-18(19,4)25/h5-6,10-16,20-26H,7-9H2,1-4H3	Bridelionoside B	CC(C=CC1(C(CC(CC1(C)O)O)(C)C)O)OC2C(C(C(C(O2)CO)O)O)O	-1.5	6325609;11188960;23304494;53326026;71694406;95789829;95789830;95789831;95789832;91827066;101805524;101426791;101426792;101945202;124905283;124905284;124905285	COCONUT:(CNP0185784);KNApSAcK:(29857);Natural Products:(UNPD1602 UNPD195350 UNPD113104 UNPD176160 UNPD148969 UNPD147422);PubChem:(6325609 11188960 23304494 53326026 71694406 95789829 95789830 95789831 95789832 91827066 101805524 101426791 101426792 101945202 124905283 124905284 124905285);SuperNatural:(SN00041428 SN00041425 SN00388883 SN00394826 SN00233488 SN00239667 SN00041426 SN00298014 SN00041427);ZINC bio:(ZINC72319866 ZINC72319867 ZINC72319868 ZINC72319869);Training Set;PubMed	3203154	389.21734619140625	176.982276	1272_fibl_pilot_pos_sirius_1395	1395
2278	1	1	1	1	0.2431477279772727	-281.92598588332174	0.9909547738693467	13.595142902585337	C10H16N5O8P	[M - H2O + H]+	PRELUFZXUIIWGM	InChI=1S/C10H16N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h3,5-6,9,12,16-17H,1-2H2,(H2,19,20,21)(H3,11,13,14,18)	[(2R,3S,4R,5R)-5-(2-amino-6-oxo-7,8-dihydro-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate	C1NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	-4.0999999	135464489	EcoCyc Mine;PubChem:(135464489);YMDB Mine;KEGG Mine;PubChem class - bio and metabolites	60146319362	348.07037353515625	37.9098222	530_fibl_pilot_pos_sirius_579	579
2279	1	1	2	2	0.24311475284591058	-188.513028644312	0.9999999999999999	60.737452182563544	C22H24N2O10	[M - H2O + H]+	FTEDXVNDVHYDQW	InChI=1S/C22H24N2O10/c25-19(26)11-23(12-20(27)28)15-5-1-3-7-17(15)33-9-10-34-18-8-4-2-6-16(18)24(13-21(29)30)14-22(31)32/h1-8H,9-14H2,(H,25,26)(H,27,28)(H,29,30)(H,31,32)	5F-Bapta	C1=CC=C(C(=C1)N(CC(=O)O)CC(=O)O)OCCOC2=CC=CC=C2N(CC(=O)O)CC(=O)O	2.20000005	104751;4129101	PubChem:(104751 4129101);CHEBI:(60888);additional;MeSH:(104751);PubChem class - safety and toxic;Training Set;PubMed	67649638	459.1398620605469	252.897018	3670_fibl_pilot_pos_sirius_3925	3925
2280	1	1	2	2	0.24301290971740028	-12.740723560779353	0.9999999999999999	22.588735760771822	C23H24O12	[M + H]+	JGXFMIJHKASCIZ	InChI=1S/C23H24O12/c1-31-15-3-9(4-16(32-2)19(15)27)13-7-12(26)18-11(25)5-10(6-14(18)34-13)33-23-22(30)21(29)20(28)17(8-24)35-23/h3-7,17,20-25,27-30H,8H2,1-2H3	Glucotricin	COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O	0.800000012	5322022;13984469;13984470;44258267	COCONUT:(CNP0109668 CNP0221826);HMDB:(30553);KNApSAcK:(4444);Natural Products:(UNPD35404);PubChem:(5322022 13984469 13984470 44258267);SuperNatural:(SN00168959 SN00163248 SN00404183);CHEBI:(131776 75349);PubChem class - bio and metabolites;PubMed	19955834	493.1341857910156	213.232212	5107_fibl_pilot_pos_sirius_5386	5386
2281	1	1	2	2	0.2429776734965244	-140.7490453717351	0.9994974874371858	70.83041170182601	C14H18O9	[M - H2O + H]+	JMDNSUMWVYKARS	InChI=1S/C14H18O9/c15-4-3-6-1-2-8(7(16)5-6)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h1-2,5,9-12,14-19H,3-4H2,(H,20,21)	null	C1=CC(=C(C=C1CCO)O)OC2C(C(C(C(O2)C(=O)O)O)O)O	-0.800000012	102186808	PubChem:(102186808);COCONUT:(CNP0408546)	2097154	313.091796875	174.364782	1701_fibl_pilot_pos_sirius_1857	1857
2282	1	1	2	2	0.24274531100136928	-104.52245035382317	0.9999999999999999	70.09744854478514	C14H22O4	[M - H2O + H]+	SAPGBCWOQLHKKZ	InChI=1S/C14H22O4/c1-11(2)13(15)17-9-7-5-6-8-10-18-14(16)12(3)4/h1,3,5-10H2,2,4H3	1,6-Hexanediol dimethacrylate	CC(=C)C(=O)OCCCCCCOC(=O)C(=C)C	3.4000001	81080	NORMAN:(NS00019741);MeSH:(81080);PubChem class - safety and toxic;PubChem:(81080);PubMed	67371078	237.14804077148438	259.843188	375_fibl_pilot_pos_sirius_412	412
2283	1	1	2	2	0.2426593697645615	-79.6520372753436	0.9999999999999999	73.62876269474997	C21H32O8	[M - H2O + H]+	FTCASOKOHIRYPL	InChI=1S/C21H32O8/c1-9-11-4-6-21(3)7-5-12(10(2)14(21)18(11)29-19(9)26)27-20-17(25)16(24)15(23)13(8-22)28-20/h9,11-13,15-18,20,22-25H,4-8H2,1-3H3	(3S,3aS,5aS,8S,9bS)-3,5a,9-trimethyl-8-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,3a,4,5,6,7,8,9b-octahydrobenzo[g][1]benzofuran-2-one	CC1C2CCC3(CCC(C(=C3C2OC1=O)C)OC4C(C(C(C(O4)CO)O)O)O)C	0.100000001	13855747;11464074;21637822	COCONUT:(CNP0125854);Natural Products:(UNPD83149 UNPD16132);PubChem:(13855747 11464074 21637822);SuperNatural:(SN00246162 SN00234758)	3178498	395.20623779296875	235.314336	279_fibl_pilot_pos_sirius_311	311
2284	1	1	1	1	0.24253789134006828	-127.4214593398311	0.9999999999999999	29.41301565150328	C31H36O17	[M + Na]+	BUFMIBZPIZJDBO	InChI=1S/C31H36O17/c1-43-20-11-16(3-7-18(20)35)5-9-24(38)46-29-26(40)21(12-32)47-31(29,14-33)48-30-28(42)27(41)25(39)22(45-30)13-44-23(37)8-4-15-2-6-17(34)19(36)10-15/h2-11,21-22,25-30,32-36,39-42H,12-14H2,1H3	null	COC1=C(C=CC(=C1)C=CC(=O)OC2C(C(OC2(CO)OC3C(C(C(C(O3)COC(=O)C=CC4=CC(=C(C=C4)O)O)O)O)O)CO)O)O	-0.800000012	101414916	COCONUT:(CNP0245081);Natural Products:(UNPD170053);PubChem:(101414916);SuperNatural:(SN00340426)	3178498	703.184326171875	226.669824	2832_fibl_pilot_pos_sirius_3046	3046
2285	1	1	2	2	0.2423587195419104	-3.1074666879592825	0.9999999999999999	72.41163370840265	C21H40O4	[M - H2O + H]+	RZRNAYUHWVFMIP	InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h9-10,20,22-23H,2-8,11-19H2,1H3	Emalsy MO	CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O	6.06722975	33022;5283468;5364833;12178130;11451146;25021708;46840179;54294270;54294271;54294273;57332638;71751310;131704760	HMDB:(11567 94684);PubChem class - food;SuperNatural:(SN00038311 SN00038310 SN00258041);ZINC bio:(ZINC32840901 ZINC32840903);additional;HSDB:(25496-72-4);MeSH:(33022 5283468 5364833 12178130);Plantcyc:(CPD-11690);PubMed;NORMAN:(NS00009429);COCONUT:(CNP0209532);KNApSAcK:(40790);Natural Products:(UNPD94856 UNPD121106 UNPD222384);PubChem:(33022 5283468 5364833 12178130 11451146 25021708 46840179 54294270 54294271 54294273 57332638 71751310 131704760);YMDB Mine;CHEBI:(131342 75342 75938 75757);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-11690);KEGG Mine	60351769214	339.2895050048828	498.41987400000005	933_fibl_pilot_pos_sirius_1022	1022
2286	1	1	2	2	0.24222848100298452	-84.48166585296222	0.9999999999999999	105.98363337283408	C30H50O6	[M + H]+	KLTACBKUQLNLLP	InChI=1S/C30H50O6/c1-16-8-11-29(24(34)35)13-12-28(7)27(6)10-9-19-25(3,4)23(33)18(31)15-26(19,5)20(27)14-21(32)30(28,36)22(29)17(16)2/h16-23,31-33,36H,8-15H2,1-7H3,(H,34,35)	null	CC1CCC2(CCC3(C4(CCC5C(C(C(CC5(C4CC(C3(C2C1C)O)O)C)O)O)(C)C)C)C)C(=O)O	4.69999981	54761240;54761404	COCONUT:(CNP0174502);Natural Products:(UNPD220755 UNPD227075 UNPD222876);PubChem:(54761240 54761404)	2129922	507.3683166503906	362.014554	4757_fibl_pilot_pos_sirius_5031	5031
2287	1	1	2	2	0.2421427143884344	-130.5603216366457	0.9999999999999999	77.41199753131598	C25H36O4	[M - H2O + H]+	YBWOXWSKTIHNHZ	InChI=1S/C25H36O4/c1-19(11-7-8-14-21(3)22(26)27)12-9-13-20(2)15-18-25(29)23(4,5)16-10-17-24(25,6)28/h7-9,11-15,18,28-29H,10,16-17H2,1-6H3,(H,26,27)	null	CC(=CC=CC=C(C)C(=O)O)C=CC=C(C)C=CC1(C(CCCC1(C)O)(C)C)O	5.69999981	25177656;101590297	COCONUT:(CNP0287479);KNApSAcK:(23133);Natural Products:(UNPD148063 UNPD16153);PubChem:(25177656 101590297);SuperNatural:(SN00363604 SN00373321)	3178514	383.25782775878906	485.385144	2896_fibl_pilot_pos_sirius_3114	3114
2288	1	1	1	2	0.24209396383197457	-324.1921828503327	0.9994974874371858	31.27501693999222	C23H31N5O6	[M + H]+	PFKWDEXTYRZWFC	InChI=1S/C23H31N5O6/c1-33-12-20(29)26-15-7-8-28(21(30)13-34-2)19(10-15)23(32)27-18(22(24)31)9-14-11-25-17-6-4-3-5-16(14)17/h3-6,11,15,18-19,25H,7-10,12-13H2,1-2H3,(H2,24,31)(H,26,29)(H,27,32)	Nalpha-({1-(methoxyacetyl)-4-[(methoxyacetyl)amino]piperidin-2-yl}carbonyl)tryptophanamide	COCC(=O)NC1CCN(C(C1)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)N)C(=O)COC	-0.200000003	3870431;7114631	COCONUT:(CNP0011825);PubChem:(3870431 7114631);ZINC bio:(ZINC04151666)	2105346	474.2340393066406	99.07709999999999	7_fibl_pilot_pos_sirius_9	9
2289	1	1	1	4	0.2420787058689174	-341.45186154887335	0.9567839195979899	40.159863438214174	C40H51NO10	[M + H]+	ARIWUAYYZGKZQD	InChI=1S/C40H51NO10/c1-23-17-18-39(50-27(23)5)21-31-20-30(51-39)16-15-25(3)35(49-38(44)33(41-46-6)28-12-8-7-9-13-28)24(2)11-10-14-29-22-47-36-34(42)26(4)19-32(37(43)48-31)40(29,36)45/h7-15,19,23-24,27,30-32,34-36,42,45H,16-18,20-22H2,1-6H3	null	CC1CCC2(CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC(=O)C(=NOC)C6=CC=CC=C6)C)OC1C	4.69999981	11614584;24788467;24888024;71463594;101521541;139032824	MeSH:(101521541);PubChem:(11614584 24788467 24888024 71463594 101521541 139032824);PubMed	70	706.3583984375	532.5110940000001	1007_fibl_pilot_pos_sirius_1107	1107
2290	1	1	1	1	0.24172648432949073	-319.84433783914005	0.0	116.3094378998711	C19H22N2O7	[M + H]+	LWTWJBUKUVHABE	InChI=1S/C19H22N2O7/c1-4-27-18(23)15-11(3)20-14(10-22)17(19(24)28-5-2)16(15)12-7-6-8-13(9-12)21(25)26/h6-9,16,20,22H,4-5,10H2,1-3H3	diethyl 2-(hydroxymethyl)-6-methyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate	CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCC)CO)C	2.80890036	173874	MeSH:(173874);PubChem:(173874);PubMed	70	391.15016174316406	218.915298	3373_fibl_pilot_pos_sirius_3619	3619
2291	1	1	1	4	0.24164681673824837	-76.19012558416524	0.8628140703517588	10.694728191479577	C21H38O10	[M + Na]+	BHWSFNSRHUHRIJ	InChI=1S/C21H38O10/c1-19(2,27)10-4-5-21(29,12-7-14(23)20(3,28)11(12)6-10)9-30-18-17(26)16(25)15(24)13(8-22)31-18/h10-18,22-29H,4-9H2,1-3H3	null	CC1(C2CC(CCC(C2CC1O)(COC3C(C(C(C(O3)CO)O)O)O)O)C(C)(C)O)O	-1.28885043	""	COCONUT:(CNP0381914);Natural Products:(UNPD179247);SuperNatural:(SN00281009)	3178496	473.2358703613281	243.355104	5129_fibl_pilot_pos_sirius_5408	5408
2292	1	1	2	2	0.24160459057991085	-320.31207169898016	0.9929648241206029	31.41459693522428	C18H21N5O6	[M - H2O + H]+	SJHYLQCPNOPCPE	InChI=1S/C18H21N5O6/c1-28-10-4-2-3-9(13(10)25)5-19-16-12-17(21-7-20-16)23(8-22-12)18-15(27)14(26)11(6-24)29-18/h2-4,7-8,11,14-15,18,24-27H,5-6H2,1H3,(H,19,20,21)	Adenosine, N-[(2-hydroxy-3-methoxyphenyl)methyl]-	COC1=CC=CC(=C1O)CNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O	-0.225560367	9887416;24772864;45028717;121399420;132115152	MeSH:(9887416);PubChem:(9887416 24772864 45028717 121399420 132115152);PubMed	70	386.1446838378906	146.786244	1279_fibl_pilot_pos_sirius_1402	1402
2293	1	1	2	2	0.2415516332531821	-134.21461267416163	0.9999999999999999	99.0964300771525	C28H42O5	[M + H]+	GMQPHYOAPGYWOA	InChI=1S/C28H42O5/c1-17(30)32-23-15-22-26(5)13-8-12-25(3,4)20(26)11-14-27(22,6)21-10-9-19(16-29)24(28(21,23)7)33-18(2)31/h9,16,20-24H,8,10-15H2,1-7H3	null	CC(=O)OC1CC2C3(CCCC(C3CCC2(C4C1(C(C(=CC4)C=O)OC(=O)C)C)C)(C)C)C	5.38010073	""	COCONUT:(CNP0208865);Natural Products:(UNPD98759 UNPD122342);SuperNatural:(SN00313060 SN00305979)	3178496	459.3124084472656	558.4494	4336_fibl_pilot_pos_sirius_4606	4606
2294	1	1	1	2	0.24151266840674668	-460.74064739052307	0.9999999999999999	64.48864006391739	C17H23NO11	[M + H]+	AEDORKVKMIVLBW	InChI=1S/C17H23NO11/c1-7-13(23)9(4-19)8(3-18-7)5-28-17-16(26)15(25)14(24)10(29-17)6-27-12(22)2-11(20)21/h3,10,14-17,19,23-26H,2,4-6H2,1H3,(H,20,21)	MG-Pyridoxine	CC1=NC=C(C(=C1O)CO)COC2C(C(C(C(O2)COC(=O)CC(=O)O)O)O)O	-2.20000005	127221;134611754	MeSH:(127221 134611754);PubChem:(127221 134611754);PubMed	70	418.13458251953125	156.94485600000002	4530_fibl_pilot_pos_sirius_4803	4803
2295	1	1	2	2	0.2412874859382397	-180.73681799301872	0.9999999999999999	49.909035953518895	C15H19NO8	[M - H2O + H]+	PMSNJDIDVNYJRJ	InChI=1S/C15H19NO8/c1-22-9-3-2-7(4-8(9)18)10(5-16)23-15-14(21)13(20)12(19)11(6-17)24-15/h2-4,10-15,17-21H,6H2,1H3	null	COC1=C(C=C(C=C1)C(C#N)OC2C(C(C(C(O2)CO)O)O)O)O	-1.0	101474172	COCONUT:(CNP0141906);Natural Products:(UNPD81814);PubChem:(101474172)	2129922	324.1075439453125	154.21099199999998	4487_fibl_pilot_pos_sirius_4760	4760
